Period,KBP,Value
2020-01-01,KBP1601M,6.08
2020-01-01,KBP1602M,6.4
2020-01-01,KBP1603M,5.86
2020-01-01,KBP1604M,0.91
2020-01-01,KBP1605M,5.98
2020-01-01,KBP1606M,6.03
2020-01-01,KBP1607M,6.71
2020-01-01,KBP1608M,5.04
2020-01-01,KBP1609M,7.35
2020-01-01,KBP1610M,8.05
2020-01-01,KBP1611M,9.32
2020-01-01,KBP1612M,10.02
2020-01-01,KBP1613M,1.81
2020-01-01,KBP1614M,5.58
2020-01-01,KBP1615M,2.77
2020-01-01,KBP1616M,6.14
2020-01-01,KBP1617M,6.4
2020-01-01,KBP1618M,6.81
2020-01-01,KBP1619M,7.15
2020-01-01,KBP1620M,7.12
2020-01-01,KBP1621M,7.87
2020-01-01,KBP1622M,8.56
2020-01-01,KBP1623M,9.02
2020-01-01,KBP1624M,6.96
2020-01-01,KBP1625M,6.01
2020-01-01,KBP1485M,6.25
2020-02-01,KBP1600M,2.36
2020-02-01,KBP1601M,6.1
2020-02-01,KBP1602M,6.36
2020-02-01,KBP1603M,5.83
2020-02-01,KBP1604M,0.91
2020-02-01,KBP1605M,6.12
2020-02-01,KBP1606M,6.02
2020-02-01,KBP1607M,6.71
2020-02-01,KBP1608M,4.91
2020-02-01,KBP1609M,7.36
2020-02-01,KBP1610M,7.99
2020-02-01,KBP1611M,9.32
2020-02-01,KBP1612M,10.01
2020-02-01,KBP1613M,1.83
2020-02-01,KBP1614M,5.61
2020-02-01,KBP1615M,2.78
2020-02-01,KBP1616M,6.08
2020-02-01,KBP1617M,6.44
2020-02-01,KBP1618M,6.74
2020-02-01,KBP1619M,6.77
2020-02-01,KBP1620M,6.96
2020-02-01,KBP1621M,7.59
2020-02-01,KBP1622M,8.13
2020-02-01,KBP1623M,8.59
2020-02-01,KBP1624M,6.9
2020-02-01,KBP1625M,5.94
2020-02-01,KBP1485M,6.25
2020-03-01,KBP1600M,2.15
2020-03-01,KBP1601M,5.48
2020-03-01,KBP1602M,5.99
2020-03-01,KBP1603M,5.47
2020-03-01,KBP1604M,0.79
2020-03-01,KBP1605M,5.46
2020-03-01,KBP1606M,5.18
2020-03-01,KBP1607M,6.02
2020-03-01,KBP1608M,4.59
2020-03-01,KBP1609M,7.21
2020-03-01,KBP1610M,7.95
2020-03-01,KBP1611M,9.3
2020-03-01,KBP1612M,9.99
2020-03-01,KBP1613M,1.4
2020-03-01,KBP1614M,5.2
2020-03-01,KBP1615M,2.59
2020-03-01,KBP1616M,5.55
2020-03-01,KBP1617M,5.52
2020-03-01,KBP1618M,6.27
2020-03-01,KBP1619M,6.58
2020-03-01,KBP1620M,6.71
2020-03-01,KBP1621M,7.2
2020-03-01,KBP1622M,8.12
2020-03-01,KBP1623M,8.49
2020-03-01,KBP1624M,6.58
2020-03-01,KBP1625M,5.64
2020-03-01,KBP1485M,5.25
2020-04-01,KBP1600M,1.77
2020-04-01,KBP1601M,4.78
2020-04-01,KBP1602M,5.56
2020-04-01,KBP1603M,4.97
2020-04-01,KBP1604M,0.69
2020-04-01,KBP1605M,4.79
2020-04-01,KBP1606M,4.28
2020-04-01,KBP1607M,5.2
2020-04-01,KBP1608M,4.67
2020-04-01,KBP1609M,7.05
2020-04-01,KBP1610M,7.88
2020-04-01,KBP1611M,9.29
2020-04-01,KBP1612M,9.97
2020-04-01,KBP1613M,1.26
2020-04-01,KBP1614M,4.74
2020-04-01,KBP1615M,2.16
2020-04-01,KBP1616M,4.79
2020-04-01,KBP1617M,4.63
2020-04-01,KBP1618M,5.32
2020-04-01,KBP1619M,5.84
2020-04-01,KBP1620M,6.25
2020-04-01,KBP1621M,6.75
2020-04-01,KBP1622M,7.63
2020-04-01,KBP1623M,8.21
2020-04-01,KBP1624M,6.14
2020-04-01,KBP1625M,5.11
2020-04-01,KBP1485M,4.25
2020-05-01,KBP1600M,1.62
2020-05-01,KBP1601M,4.23
2020-05-01,KBP1602M,5.32
2020-05-01,KBP1603M,4.65
2020-05-01,KBP1604M,0.63
2020-05-01,KBP1605M,4.13
2020-05-01,KBP1606M,3.77
2020-05-01,KBP1607M,4.77
2020-05-01,KBP1608M,4.53
2020-05-01,KBP1609M,6.74
2020-05-01,KBP1610M,7.81
2020-05-01,KBP1611M,9.27
2020-05-01,KBP1612M,9.91
2020-05-01,KBP1613M,1.14
2020-05-01,KBP1614M,4.37
2020-05-01,KBP1615M,1.98
2020-05-01,KBP1616M,4.3
2020-05-01,KBP1617M,4.21
2020-05-01,KBP1618M,4.76
2020-05-01,KBP1619M,5.08
2020-05-01,KBP1620M,5.94
2020-05-01,KBP1621M,6.57
2020-05-01,KBP1622M,7.06
2020-05-01,KBP1623M,7.59
2020-05-01,KBP1624M,5.91
2020-05-01,KBP1625M,4.81
2020-05-01,KBP1485M,3.75
2020-06-01,KBP1600M,1.62
2020-06-01,KBP1601M,3.94
2020-06-01,KBP1602M,5.13
2020-06-01,KBP1603M,4.44
2020-06-01,KBP1604M,0.62
2020-06-01,KBP1605M,3.98
2020-06-01,KBP1606M,3.89
2020-06-01,KBP1607M,4.59
2020-06-01,KBP1608M,4.44
2020-06-01,KBP1609M,6.59
2020-06-01,KBP1610M,7.79
2020-06-01,KBP1611M,9.28
2020-06-01,KBP1612M,9.87
2020-06-01,KBP1613M,1.03
2020-06-01,KBP1614M,4.33
2020-06-01,KBP1615M,1.96
2020-06-01,KBP1616M,3.92
2020-06-01,KBP1617M,4.05
2020-06-01,KBP1618M,4.41
2020-06-01,KBP1619M,4.66
2020-06-01,KBP1620M,5.63
2020-06-01,KBP1621M,5.85
2020-06-01,KBP1622M,6.69
2020-06-01,KBP1623M,7.39
2020-06-01,KBP1624M,5.62
2020-06-01,KBP1625M,4.51
2020-06-01,KBP1485M,3.75
2020-07-01,KBP1600M,1.49
2020-07-01,KBP1601M,3.91
2020-07-01,KBP1602M,4.98
2020-07-01,KBP1603M,4.3
2020-07-01,KBP1604M,0.57
2020-07-01,KBP1605M,3.83
2020-07-01,KBP1606M,3.51
2020-07-01,KBP1607M,4.38
2020-07-01,KBP1608M,4.26
2020-07-01,KBP1609M,6.41
2020-07-01,KBP1610M,7.78
2020-07-01,KBP1611M,9.24
2020-07-01,KBP1612M,9.85
2020-07-01,KBP1613M,1.05
2020-07-01,KBP1614M,4.18
2020-07-01,KBP1615M,1.82
2020-07-01,KBP1616M,3.96
2020-07-01,KBP1617M,3.79
2020-07-01,KBP1618M,4.35
2020-07-01,KBP1619M,4.24
2020-07-01,KBP1620M,5.24
2020-07-01,KBP1621M,5.6
2020-07-01,KBP1622M,6.37
2020-07-01,KBP1623M,6.76
2020-07-01,KBP1624M,5.46
2020-07-01,KBP1625M,4.37
2020-07-01,KBP1485M,3.5
2020-08-01,KBP1600M,1.47
2020-08-01,KBP1601M,3.75
2020-08-01,KBP1602M,4.83
2020-08-01,KBP1603M,4.15
2020-08-01,KBP1604M,0.54
2020-08-01,KBP1605M,3.65
2020-08-01,KBP1606M,3.46
2020-08-01,KBP1607M,4.29
2020-08-01,KBP1608M,4.19
2020-08-01,KBP1609M,6.19
2020-08-01,KBP1610M,7.71
2020-08-01,KBP1611M,9.2
2020-08-01,KBP1612M,9.79
2020-08-01,KBP1613M,0.94
2020-08-01,KBP1614M,4.09
2020-08-01,KBP1615M,1.8
2020-08-01,KBP1616M,3.81
2020-08-01,KBP1617M,3.78
2020-08-01,KBP1618M,4.13
2020-08-01,KBP1619M,3.81
2020-08-01,KBP1620M,4.93
2020-08-01,KBP1621M,5.48
2020-08-01,KBP1622M,6.01
2020-08-01,KBP1623M,6.48
2020-08-01,KBP1624M,5.28
2020-08-01,KBP1625M,4.19
2020-08-01,KBP1485M,3.5
2020-09-01,KBP1600M,1.49
2020-09-01,KBP1601M,3.7
2020-09-01,KBP1602M,4.74
2020-09-01,KBP1603M,4.05
2020-09-01,KBP1604M,0.55
2020-09-01,KBP1605M,3.62
2020-09-01,KBP1606M,3.54
2020-09-01,KBP1607M,4.1
2020-09-01,KBP1608M,4.15
2020-09-01,KBP1609M,5.99
2020-09-01,KBP1610M,7.67
2020-09-01,KBP1611M,9.12
2020-09-01,KBP1612M,9.72
2020-09-01,KBP1613M,0.9
2020-09-01,KBP1614M,4.01
2020-09-01,KBP1615M,1.82
2020-09-01,KBP1616M,3.73
2020-09-01,KBP1617M,3.75
2020-09-01,KBP1618M,4.06
2020-09-01,KBP1619M,3.64
2020-09-01,KBP1620M,4.66
2020-09-01,KBP1621M,5.31
2020-09-01,KBP1622M,5.9
2020-09-01,KBP1623M,6.27
2020-09-01,KBP1624M,5.19
2020-09-01,KBP1625M,4.07
2020-09-01,KBP1485M,3.5
2020-10-01,KBP1600M,1.46
2020-10-01,KBP1601M,3.62
2020-10-01,KBP1602M,4.58
2020-10-01,KBP1603M,3.95
2020-10-01,KBP1604M,0.55
2020-10-01,KBP1605M,3.52
2020-10-01,KBP1606M,3.52
2020-10-01,KBP1607M,4.02
2020-10-01,KBP1608M,4.01
2020-10-01,KBP1609M,5.86
2020-10-01,KBP1610M,7.63
2020-10-01,KBP1611M,9.06
2020-10-01,KBP1612M,9.69
2020-10-01,KBP1613M,0.86
2020-10-01,KBP1614M,3.95
2020-10-01,KBP1615M,1.78
2020-10-01,KBP1616M,3.68
2020-10-01,KBP1617M,3.74
2020-10-01,KBP1618M,3.85
2020-10-01,KBP1619M,3.6
2020-10-01,KBP1620M,4.5
2020-10-01,KBP1621M,5.18
2020-10-01,KBP1622M,5.75
2020-10-01,KBP1623M,6.2
2020-10-01,KBP1624M,5.0
2020-10-01,KBP1625M,3.94
2020-10-01,KBP1485M,3.5
2020-11-01,KBP1600M,1.5
2020-11-01,KBP1601M,3.59
2020-11-01,KBP1602M,4.55
2020-11-01,KBP1603M,3.89
2020-11-01,KBP1604M,0.56
2020-11-01,KBP1605M,3.51
2020-11-01,KBP1606M,3.51
2020-11-01,KBP1607M,3.96
2020-11-01,KBP1608M,3.96
2020-11-01,KBP1609M,5.67
2020-11-01,KBP1610M,7.57
2020-11-01,KBP1611M,9.02
2020-11-01,KBP1612M,9.65
2020-11-01,KBP1613M,0.84
2020-11-01,KBP1614M,3.93
2020-11-01,KBP1615M,1.82
2020-11-01,KBP1616M,3.64
2020-11-01,KBP1617M,3.75
2020-11-01,KBP1618M,3.82
2020-11-01,KBP1619M,3.53
2020-11-01,KBP1620M,4.42
2020-11-01,KBP1621M,5.14
2020-11-01,KBP1622M,5.78
2020-11-01,KBP1623M,6.02
2020-11-01,KBP1624M,4.95
2020-11-01,KBP1625M,3.87
2020-11-01,KBP1485M,3.5
2020-12-01,KBP1600M,1.5
2020-12-01,KBP1601M,3.51
2020-12-01,KBP1602M,4.56
2020-12-01,KBP1603M,3.87
2020-12-01,KBP1604M,0.53
2020-12-01,KBP1605M,3.44
2020-12-01,KBP1606M,3.54
2020-12-01,KBP1607M,3.9
2020-12-01,KBP1608M,3.95
2020-12-01,KBP1609M,5.68
2020-12-01,KBP1610M,7.46
2020-12-01,KBP1611M,8.97
2020-12-01,KBP1612M,9.62
2020-12-01,KBP1613M,0.85
2020-12-01,KBP1614M,3.88
2020-12-01,KBP1615M,1.82
2020-12-01,KBP1616M,3.55
2020-12-01,KBP1617M,3.71
2020-12-01,KBP1618M,3.88
2020-12-01,KBP1619M,3.85
2020-12-01,KBP1620M,4.37
2020-12-01,KBP1621M,5.13
2020-12-01,KBP1622M,5.73
2020-12-01,KBP1623M,6.02
2020-12-01,KBP1624M,5.01
2020-12-01,KBP1625M,3.86
2020-12-01,KBP1485M,3.5
2021-01-01,KBP1600M,1.48
2021-01-01,KBP1601M,3.49
2021-01-01,KBP1602M,4.57
2021-01-01,KBP1603M,3.86
2021-01-01,KBP1604M,0.53
2021-01-01,KBP1605M,3.3
2021-01-01,KBP1606M,3.51
2021-01-01,KBP1607M,3.8
2021-01-01,KBP1608M,3.92
2021-01-01,KBP1609M,5.51
2021-01-01,KBP1610M,7.46
2021-01-01,KBP1611M,8.94
2021-01-01,KBP1612M,9.64
2021-01-01,KBP1613M,0.88
2021-01-01,KBP1614M,3.8
2021-01-01,KBP1615M,1.83
2021-01-01,KBP1616M,3.6
2021-01-01,KBP1617M,3.71
2021-01-01,KBP1618M,3.81
2021-01-01,KBP1619M,3.87
2021-01-01,KBP1620M,4.31
2021-01-01,KBP1621M,5.09
2021-01-01,KBP1622M,5.82
2021-01-01,KBP1623M,6.07
2021-01-01,KBP1624M,5.01
2021-01-01,KBP1625M,3.9
2021-01-01,KBP1485M,3.5
2021-02-01,KBP1600M,1.5
2021-02-01,KBP1601M,3.55
2021-02-01,KBP1602M,4.54
2021-02-01,KBP1603M,3.86
2021-02-01,KBP1604M,0.53
2021-02-01,KBP1605M,3.35
2021-02-01,KBP1606M,3.53
2021-02-01,KBP1607M,3.72
2021-02-01,KBP1608M,3.9
2021-02-01,KBP1609M,5.43
2021-02-01,KBP1610M,7.44
2021-02-01,KBP1611M,8.96
2021-02-01,KBP1612M,9.81
2021-02-01,KBP1613M,0.9
2021-02-01,KBP1614M,3.8
2021-02-01,KBP1615M,1.85
2021-02-01,KBP1616M,3.67
2021-02-01,KBP1617M,3.7
2021-02-01,KBP1618M,3.78
2021-02-01,KBP1619M,3.97
2021-02-01,KBP1620M,4.26
2021-02-01,KBP1621M,5.05
2021-02-01,KBP1622M,5.99
2021-02-01,KBP1623M,6.05
2021-02-01,KBP1624M,4.99
2021-02-01,KBP1625M,3.89
2021-02-01,KBP1485M,3.5
2021-03-01,KBP1600M,1.49
2021-03-01,KBP1601M,3.55
2021-03-01,KBP1602M,4.52
2021-03-01,KBP1603M,3.85
2021-03-01,KBP1604M,0.54
2021-03-01,KBP1605M,3.32
2021-03-01,KBP1606M,3.43
2021-03-01,KBP1607M,3.6
2021-03-01,KBP1608M,3.92
2021-03-01,KBP1609M,5.34
2021-03-01,KBP1610M,7.35
2021-03-01,KBP1611M,8.93
2021-03-01,KBP1612M,9.69
2021-03-01,KBP1613M,0.93
2021-03-01,KBP1614M,3.75
2021-03-01,KBP1615M,1.85
2021-03-01,KBP1616M,3.69
2021-03-01,KBP1617M,3.85
2021-03-01,KBP1618M,3.9
2021-03-01,KBP1619M,4.04
2021-03-01,KBP1620M,4.3
2021-03-01,KBP1621M,4.97
2021-03-01,KBP1622M,6.0
2021-03-01,KBP1623M,6.38
2021-03-01,KBP1624M,4.97
2021-03-01,KBP1625M,3.91
2021-03-01,KBP1485M,3.5
2021-04-01,KBP1600M,1.47
2021-04-01,KBP1601M,3.52
2021-04-01,KBP1602M,4.51
2021-04-01,KBP1603M,3.82
2021-04-01,KBP1604M,0.55
2021-04-01,KBP1605M,3.37
2021-04-01,KBP1606M,3.49
2021-04-01,KBP1607M,3.68
2021-04-01,KBP1608M,3.92
2021-04-01,KBP1609M,5.24
2021-04-01,KBP1610M,7.14
2021-04-01,KBP1611M,8.85
2021-04-01,KBP1612M,9.5
2021-04-01,KBP1613M,1.0
2021-04-01,KBP1614M,3.76
2021-04-01,KBP1615M,1.8
2021-04-01,KBP1616M,3.62
2021-04-01,KBP1617M,3.7
2021-04-01,KBP1618M,3.87
2021-04-01,KBP1619M,4.05
2021-04-01,KBP1620M,4.27
2021-04-01,KBP1621M,4.85
2021-04-01,KBP1622M,5.91
2021-04-01,KBP1623M,6.31
2021-04-01,KBP1624M,4.93
2021-04-01,KBP1625M,3.85
2021-04-01,KBP1485M,3.5
2021-05-01,KBP1600M,1.48
2021-05-01,KBP1601M,3.52
2021-05-01,KBP1602M,4.49
2021-05-01,KBP1603M,3.81
2021-05-01,KBP1604M,0.55
2021-05-01,KBP1605M,3.3
2021-05-01,KBP1606M,3.36
2021-05-01,KBP1607M,3.7
2021-05-01,KBP1608M,3.93
2021-05-01,KBP1609M,5.0
2021-05-01,KBP1610M,7.1
2021-05-01,KBP1611M,8.78
2021-05-01,KBP1612M,9.31
2021-05-01,KBP1613M,0.99
2021-05-01,KBP1614M,3.69
2021-05-01,KBP1615M,1.81
2021-05-01,KBP1616M,3.64
2021-05-01,KBP1617M,3.72
2021-05-01,KBP1618M,3.9
2021-05-01,KBP1619M,4.06
2021-05-01,KBP1620M,4.28
2021-05-01,KBP1621M,4.85
2021-05-01,KBP1622M,5.79
2021-05-01,KBP1623M,6.58
2021-05-01,KBP1624M,4.92
2021-05-01,KBP1625M,3.87
2021-05-01,KBP1485M,3.5
2021-06-01,KBP1600M,1.55
2021-06-01,KBP1601M,3.35
2021-06-01,KBP1602M,4.1
2021-06-01,KBP1603M,3.67
2021-06-01,KBP1604M,0.65
2021-06-01,KBP1605M,3.29
2021-06-01,KBP1606M,3.36
2021-06-01,KBP1607M,3.7
2021-06-01,KBP1608M,5.07
2021-06-01,KBP1609M,4.58
2021-06-01,KBP1610M,7.57
2021-06-01,KBP1611M,7.85
2021-06-01,KBP1612M,9.25
2021-06-01,KBP1613M,0.9
2021-06-01,KBP1614M,3.45
2021-06-01,KBP1615M,1.9
2021-06-01,KBP1616M,3.38
2021-06-01,KBP1617M,3.67
2021-06-01,KBP1618M,3.91
2021-06-01,KBP1619M,4.09
2021-06-01,KBP1620M,4.29
2021-06-01,KBP1621M,4.87
2021-06-01,KBP1622M,5.81
2021-06-01,KBP1623M,7.24
2021-06-01,KBP1624M,4.82
2021-06-01,KBP1625M,3.81
2021-06-01,KBP1485M,3.5
2021-07-01,KBP1600M,1.52
2021-07-01,KBP1601M,3.4
2021-07-01,KBP1602M,4.09
2021-07-01,KBP1603M,3.69
2021-07-01,KBP1604M,0.68
2021-07-01,KBP1605M,3.35
2021-07-01,KBP1606M,3.39
2021-07-01,KBP1607M,3.71
2021-07-01,KBP1608M,5.24
2021-07-01,KBP1609M,4.57
2021-07-01,KBP1610M,7.58
2021-07-01,KBP1611M,7.96
2021-07-01,KBP1612M,9.23
2021-07-01,KBP1613M,0.91
2021-07-01,KBP1614M,3.49
2021-07-01,KBP1615M,1.84
2021-07-01,KBP1616M,3.43
2021-07-01,KBP1617M,3.65
2021-07-01,KBP1618M,3.9
2021-07-01,KBP1619M,4.21
2021-07-01,KBP1620M,4.32
2021-07-01,KBP1621M,4.87
2021-07-01,KBP1622M,5.8
2021-07-01,KBP1623M,7.16
2021-07-01,KBP1624M,4.79
2021-07-01,KBP1625M,3.81
2021-07-01,KBP1485M,3.5
2021-08-01,KBP1600M,1.5
2021-08-01,KBP1601M,3.4
2021-08-01,KBP1602M,4.08
2021-08-01,KBP1603M,3.67
2021-08-01,KBP1604M,0.68
2021-08-01,KBP1605M,3.35
2021-08-01,KBP1606M,3.34
2021-08-01,KBP1607M,3.7
2021-08-01,KBP1608M,5.19
2021-08-01,KBP1609M,4.49
2021-08-01,KBP1610M,7.5
2021-08-01,KBP1611M,7.88
2021-08-01,KBP1612M,9.1
2021-08-01,KBP1613M,0.94
2021-08-01,KBP1614M,3.45
2021-08-01,KBP1615M,1.82
2021-08-01,KBP1616M,3.44
2021-08-01,KBP1617M,3.72
2021-08-01,KBP1618M,3.9
2021-08-01,KBP1619M,4.15
2021-08-01,KBP1620M,4.32
2021-08-01,KBP1621M,4.91
2021-08-01,KBP1622M,5.66
2021-08-01,KBP1623M,7.05
2021-08-01,KBP1624M,4.76
2021-08-01,KBP1625M,3.81
2021-08-01,KBP1485M,3.5
2021-09-01,KBP1600M,1.5
2021-09-01,KBP1601M,3.43
2021-09-01,KBP1602M,4.09
2021-09-01,KBP1603M,3.66
2021-09-01,KBP1604M,0.68
2021-09-01,KBP1605M,3.35
2021-09-01,KBP1606M,3.37
2021-09-01,KBP1607M,3.73
2021-09-01,KBP1608M,5.02
2021-09-01,KBP1609M,4.45
2021-09-01,KBP1610M,7.23
2021-09-01,KBP1611M,7.7
2021-09-01,KBP1612M,9.14
2021-09-01,KBP1613M,0.96
2021-09-01,KBP1614M,3.43
2021-09-01,KBP1615M,1.82
2021-09-01,KBP1616M,3.48
2021-09-01,KBP1617M,3.75
2021-09-01,KBP1618M,3.86
2021-09-01,KBP1619M,4.19
2021-09-01,KBP1620M,4.25
2021-09-01,KBP1621M,4.95
2021-09-01,KBP1622M,5.71
2021-09-01,KBP1623M,6.7
2021-09-01,KBP1624M,4.8
2021-09-01,KBP1625M,3.8
2021-09-01,KBP1485M,3.5
2021-10-01,KBP1600M,1.46
2021-10-01,KBP1601M,3.43
2021-10-01,KBP1602M,4.11
2021-10-01,KBP1603M,3.7
2021-10-01,KBP1604M,0.77
2021-10-01,KBP1605M,3.34
2021-10-01,KBP1606M,3.37
2021-10-01,KBP1607M,3.75
2021-10-01,KBP1608M,5.17
2021-10-01,KBP1609M,4.54
2021-10-01,KBP1610M,7.35
2021-10-01,KBP1611M,7.84
2021-10-01,KBP1612M,9.09
2021-10-01,KBP1613M,1.05
2021-10-01,KBP1614M,3.48
2021-10-01,KBP1615M,1.74
2021-10-01,KBP1616M,3.5
2021-10-01,KBP1617M,3.64
2021-10-01,KBP1618M,3.87
2021-10-01,KBP1619M,4.27
2021-10-01,KBP1620M,4.44
2021-10-01,KBP1621M,5.02
2021-10-01,KBP1622M,5.73
2021-10-01,KBP1623M,6.69
2021-10-01,KBP1624M,4.78
2021-10-01,KBP1625M,3.84
2021-10-01,KBP1485M,3.5
2021-11-01,KBP1600M,1.55
2021-11-01,KBP1601M,3.58
2021-11-01,KBP1602M,4.17
2021-11-01,KBP1603M,3.77
2021-11-01,KBP1604M,0.79
2021-11-01,KBP1605M,3.51
2021-11-01,KBP1606M,3.62
2021-11-01,KBP1607M,3.92
2021-11-01,KBP1608M,5.1
2021-11-01,KBP1609M,4.51
2021-11-01,KBP1610M,7.24
2021-11-01,KBP1611M,7.62
2021-11-01,KBP1612M,8.95
2021-11-01,KBP1613M,1.04
2021-11-01,KBP1614M,3.55
2021-11-01,KBP1615M,1.84
2021-11-01,KBP1616M,3.63
2021-11-01,KBP1617M,3.88
2021-11-01,KBP1618M,4.01
2021-11-01,KBP1619M,4.41
2021-11-01,KBP1620M,4.54
2021-11-01,KBP1621M,5.22
2021-11-01,KBP1622M,5.7
2021-11-01,KBP1623M,6.75
2021-11-01,KBP1624M,4.86
2021-11-01,KBP1625M,3.91
2021-11-01,KBP1485M,3.75
2021-12-01,KBP1600M,1.61
2021-12-01,KBP1601M,3.65
2021-12-01,KBP1602M,4.29
2021-12-01,KBP1603M,3.87
2021-12-01,KBP1604M,0.87
2021-12-01,KBP1605M,3.6
2021-12-01,KBP1606M,3.61
2021-12-01,KBP1607M,3.99
2021-12-01,KBP1608M,5.3
2021-12-01,KBP1609M,4.75
2021-12-01,KBP1610M,7.43
2021-12-01,KBP1611M,7.77
2021-12-01,KBP1612M,8.86
2021-12-01,KBP1613M,1.02
2021-12-01,KBP1614M,3.65
2021-12-01,KBP1615M,1.89
2021-12-01,KBP1616M,3.68
2021-12-01,KBP1617M,4.01
2021-12-01,KBP1618M,3.96
2021-12-01,KBP1619M,4.51
2021-12-01,KBP1620M,4.54
2021-12-01,KBP1621M,5.22
2021-12-01,KBP1622M,5.79
2021-12-01,KBP1623M,7.21
2021-12-01,KBP1624M,4.99
2021-12-01,KBP1625M,4.01
2021-12-01,KBP1485M,3.75
2022-01-01,KBP1600M,1.92
2022-01-01,KBP1601M,3.45
2022-01-01,KBP1602M,4.41
2022-01-01,KBP1603M,3.93
2022-01-01,KBP1604M,0.91
2022-01-01,KBP1605M,2.97
2022-01-01,KBP1606M,3.73
2022-01-01,KBP1607M,4.08
2022-01-01,KBP1608M,5.37
2022-01-01,KBP1609M,4.9
2022-01-01,KBP1610M,7.36
2022-01-01,KBP1611M,7.78
2022-01-01,KBP1612M,8.92
2022-01-01,KBP1613M,1.07
2022-01-01,KBP1614M,3.58
2022-01-01,KBP1615M,2.28
2022-01-01,KBP1616M,3.74
2022-01-01,KBP1617M,4.23
2022-01-01,KBP1618M,4.14
2022-01-01,KBP1619M,4.7
2022-01-01,KBP1620M,4.7
2022-01-01,KBP1621M,5.47
2022-01-01,KBP1622M,5.87
2022-01-01,KBP1623M,7.59
2022-01-01,KBP1624M,5.04
2022-01-01,KBP1625M,4.14
2022-01-01,KBP1485M,4.0
2022-02-01,KBP1600M,1.95
2022-02-01,KBP1601M,3.52
2022-02-01,KBP1602M,4.39
2022-02-01,KBP1603M,3.95
2022-02-01,KBP1604M,0.98
2022-02-01,KBP1605M,3.02
2022-02-01,KBP1606M,3.75
2022-02-01,KBP1607M,4.13
2022-02-01,KBP1608M,5.12
2022-02-01,KBP1609M,4.86
2022-02-01,KBP1610M,7.1
2022-02-01,KBP1611M,7.35
2022-02-01,KBP1612M,8.89
2022-02-01,KBP1613M,1.09
2022-02-01,KBP1614M,3.54
2022-02-01,KBP1615M,2.31
2022-02-01,KBP1616M,3.81
2022-02-01,KBP1617M,4.18
2022-02-01,KBP1618M,4.29
2022-02-01,KBP1619M,4.92
2022-02-01,KBP1620M,4.81
2022-02-01,KBP1621M,5.59
2022-02-01,KBP1622M,6.0
2022-02-01,KBP1623M,7.67
2022-02-01,KBP1624M,5.03
2022-02-01,KBP1625M,4.19
2022-02-01,KBP1485M,4.0
2022-03-01,KBP1600M,2.06
2022-03-01,KBP1601M,3.72
2022-03-01,KBP1602M,4.53
2022-03-01,KBP1603M,4.11
2022-03-01,KBP1604M,1.02
2022-03-01,KBP1605M,3.2
2022-03-01,KBP1606M,3.99
2022-03-01,KBP1607M,4.34
2022-03-01,KBP1608M,5.64
2022-03-01,KBP1609M,5.08
2022-03-01,KBP1610M,7.5
2022-03-01,KBP1611M,7.78
2022-03-01,KBP1612M,8.87
2022-03-01,KBP1613M,1.15
2022-03-01,KBP1614M,3.75
2022-03-01,KBP1615M,2.45
2022-03-01,KBP1616M,3.99
2022-03-01,KBP1617M,4.4
2022-03-01,KBP1618M,4.49
2022-03-01,KBP1619M,5.1
2022-03-01,KBP1620M,5.01
2022-03-01,KBP1621M,5.78
2022-03-01,KBP1622M,6.13
2022-03-01,KBP1623M,7.69
2022-03-01,KBP1624M,5.1
2022-03-01,KBP1625M,4.32
2022-03-01,KBP1485M,4.25
2022-04-01,KBP1600M,2.11
2022-04-01,KBP1601M,3.79
2022-04-01,KBP1602M,4.63
2022-04-01,KBP1603M,4.19
2022-04-01,KBP1604M,1.21
2022-04-01,KBP1605M,3.3
2022-04-01,KBP1606M,4.02
2022-04-01,KBP1607M,4.32
2022-04-01,KBP1608M,5.66
2022-04-01,KBP1609M,5.14
2022-04-01,KBP1610M,7.42
2022-04-01,KBP1611M,7.66
2022-04-01,KBP1612M,8.85
2022-04-01,KBP1613M,1.17
2022-04-01,KBP1614M,3.83
2022-04-01,KBP1615M,2.45
2022-04-01,KBP1616M,4.09
2022-04-01,KBP1617M,4.43
2022-04-01,KBP1618M,4.53
2022-04-01,KBP1619M,5.16
2022-04-01,KBP1620M,5.17
2022-04-01,KBP1621M,5.82
2022-04-01,KBP1622M,6.09
2022-04-01,KBP1623M,7.7
2022-04-01,KBP1624M,5.22
2022-04-01,KBP1625M,4.41
2022-04-01,KBP1485M,4.25
2022-05-01,KBP1600M,2.27
2022-05-01,KBP1601M,4.04
2022-05-01,KBP1602M,4.85
2022-05-01,KBP1603M,4.42
2022-05-01,KBP1604M,1.28
2022-05-01,KBP1605M,3.51
2022-05-01,KBP1606M,4.48
2022-05-01,KBP1607M,4.82
2022-05-01,KBP1608M,6.07
2022-05-01,KBP1609M,5.36
2022-05-01,KBP1610M,7.54
2022-05-01,KBP1611M,7.85
2022-05-01,KBP1612M,8.84
2022-05-01,KBP1613M,0.97
2022-05-01,KBP1614M,4.08
2022-05-01,KBP1615M,2.63
2022-05-01,KBP1616M,4.44
2022-05-01,KBP1617M,4.87
2022-05-01,KBP1618M,4.89
2022-05-01,KBP1619M,5.63
2022-05-01,KBP1620M,5.37
2022-05-01,KBP1621M,6.18
